단어,빈도,점수,빈도정규화,유사도점수,최종점수
우려,1,-0.3333,0.0,0.7,-0.06
시일,1,1.0,0.0,0.76,0.752
캠벨,1,1.0,0.0,0.76,0.752
메릴린치,1,1.0,0.0,1.0,0.8
링크스,1,1.0,0.0,-0.2,0.56
아일랜드,1,0.0,0.0,0.6261197691835462,0.1252
전후,1,1.0,0.0,0.76,0.752
모로코,1,1.0,0.0,1.0,0.8
거절,1,1.0,0.0,0.76,0.752
요르단,1,1.0,0.0,1.0,0.8
그레이,1,1.0,0.0,0.9401283874455872,0.788
카타르,1,1.0,0.0,1.0,0.8
아라비아,1,1.0,0.0,0.76,0.752
스티그,1,1.0,0.0,1.0,0.8
상쇄될,1,1.0,0.0,0.76,0.752
곱다,1,-0.3333,0.0,0.76,-0.048
명확하다,1,1.0,0.0,1.0,0.8
집단,1,1.0,0.0,1.0,0.8
부가가치세,1,0.0,0.0,0.3751558953615729,0.075
리에투바,1,1.0,0.0,0.76,0.752
플랜트,1,1.0,0.0,1.0,0.8
알리다,1,0.0,0.0,0.7,0.14
실라,1,-0.5,0.0,0.76,-0.148
양극,1,1.0,0.0,1.0,0.8
의사결정,1,1.0,0.0,1.0,0.8
각자,1,1.0,0.0,0.76,0.752
브록팔러,1,1.0,0.0,0.76,0.752
헤르체고비나,1,1.0,0.0,0.76,0.752
인셉티브,1,1.0,0.0,0.76,0.752
넓다,1,1.0,0.0,1.0,0.8
칭찬,1,1.0,0.0,0.76,0.752
보스니아,1,1.0,0.0,1.0,0.8
스트립,1,1.0,0.0,0.76,0.752
프레임,1,1.0,0.0,0.47481527628385867,0.695
대통령,1,0.0,0.0,0.76,0.152
헤닝,1,1.0,0.0,0.76,0.752
뮤직,1,1.0,0.0,1.0,0.8
창슈,1,1.0,0.0,0.7,0.74
훙메이,1,1.0,0.0,1.0,0.8
검증,1,1.0,0.0,0.76,0.752
일관,1,0.0,0.0,1.0,0.2
네덜란드,1,0.0,0.0,0.837250017798463,0.1675
업자,1,1.0,0.0,0.9383135170469176,0.7877
보통,1,1.0,0.0,1.0,0.8
흑자,1,0.0,0.0,0.76,0.152
랩스,1,1.0,0.0,1.0,0.8
조선,1,1.0,0.0,0.5,0.7
거나,1,1.0,0.0,0.76,0.752
젖다,1,1.0,0.0,0.76,0.752
노면,1,1.0,0.0,0.76,0.752
제동,1,1.0,0.0,1.0,0.8
수량,1,1.0,0.0,0.76,0.752
스탈,1,1.0,0.0,1.0,0.8
주행,1,1.0,0.0,0.76,0.752
지드,1,1.0,0.0,0.76,0.752
라며,1,1.0,0.0,0.76,0.752
불어,1,1.0,0.0,0.76,0.752
접촉,1,1.0,0.0,1.0,0.8
조니,1,1.0,0.0,1.0,0.8
스칸,1,1.0,0.0,1.0,0.8
스트라이프,1,1.0,0.0,0.9380508274620757,0.7876
램프,1,1.0,0.0,0.76,0.752
시가,1,1.0,0.0,0.76,0.752
검색,1,0.0,0.0,0.76,0.152
철강업,1,1.0,0.0,0.2308,0.6462
피부,1,1.0,0.0,0.76,0.752
이즈,1,1.0,0.0,0.6973939519954533,0.7395
초가을,1,1.0,0.0,0.1429,0.6286
피쉬,1,1.0,0.0,0.76,0.752
본의,1,0.0,0.0,0.76,0.152
액티비전,1,1.0,0.0,1.0,0.8
포르투갈,1,1.0,0.0,0.76,0.752
셀비,1,1.0,0.0,0.76,0.752
샌드버그,1,1.0,0.0,1.0,0.8
켈리,1,1.0,0.0,0.76,0.752
마스터,1,1.0,0.0,1.0,0.8
거지,1,1.0,0.0,1.0,0.8
편안하다,1,1.0,0.0,0.76,0.752
고다,1,1.0,0.0,0.76,0.752
이행,1,1.0,0.0,0.76,0.752
적정,1,1.0,0.0,0.76,0.752
카라,1,1.0,0.0,0.76,0.752
토대,1,0.0,0.0,0.76,0.152
티드,1,1.0,0.0,1.0,0.8
리미,1,1.0,0.0,1.0,0.8
폐쇄,1,-0.75,0.0,1.0,-0.25
솔리디움,1,0.0,0.0,0.76,0.152
형성,1,0.0,0.0,0.76,0.152
합치,1,1.0,0.0,1.0,0.8
생산자,1,-0.3333,0.0,0.76,-0.048
고치,1,1.0,0.0,0.76,0.752
아이디어,1,1.0,0.0,1.0,0.8
잉게루,1,1.0,0.0,0.76,0.752
자산운용,1,0.0,0.0,0.3,0.06
그러하다,1,0.0,0.0,0.76,0.152
모르타르,1,1.0,0.0,1.0,0.8
프리,1,1.0,0.0,1.0,0.8
천연섬유,1,1.0,0.0,0.8110478701222434,0.7622
맥시스,1,1.0,0.0,1.0,0.8
명확,1,1.0,0.0,1.0,0.8
전세계,1,1.0,0.0,1.0,0.8
마코,1,1.0,0.0,0.76,0.752
오랄,1,1.0,0.0,1.0,0.8
라카,1,1.0,0.0,0.76,0.752
파랗다,1,1.0,0.0,0.76,0.752
절삭,1,1.0,0.0,1.0,0.8
리트,1,1.0,0.0,1.0,0.8
랙티브,1,1.0,0.0,0.76,0.752
익명,1,1.0,0.0,0.76,0.752
지니다,1,1.0,0.0,0.76,0.752
워터마크,1,1.0,0.0,0.9103534500426951,0.7821
알파,1,1.0,0.0,0.76,0.752
로버트,1,1.0,0.0,0.76,0.752
정유,1,1.0,0.0,0.76,0.752
항체,1,1.0,0.0,1.0,0.8
카마,1,1.0,0.0,1.0,0.8
관점,1,1.0,0.0,0.76,0.752
파트,1,1.0,0.0,0.6,0.72
운용,1,0.0,0.0,0.0,0.0
광장,1,1.0,0.0,0.76,0.752
진주,1,1.0,0.0,0.76,0.752
섭취량,1,1.0,0.0,0.7,0.74
벌크선,1,1.0,0.0,0.76,0.752
빈사,1,1.0,0.0,0.76,0.752
비롯,1,0.0,0.0,0.76,0.152
실시간,1,1.0,0.0,0.7,0.74
치과,1,1.0,0.0,0.76,0.752
슐테보쿰,1,1.0,0.0,0.76,0.752
옌스,1,1.0,0.0,0.76,0.752
내용,1,1.0,0.0,0.76,0.752
역외,1,1.0,0.0,0.76,0.752
닿다,1,1.0,0.0,0.76,0.752
교통부,1,1.0,0.0,0.373089897020017,0.6746
그라츠,1,1.0,0.0,0.76,0.752
스프링,1,1.0,0.0,1.0,0.8
실버,1,1.0,0.0,0.76,0.752
워싱턴,1,1.0,0.0,0.7,0.74
나고야,1,1.0,0.0,0.76,0.752
요코하마,1,1.0,0.0,0.76,0.752
대체,1,1.0,0.0,0.76,0.752
텔레노어,1,1.0,0.0,0.880201217059357,0.776
압축,1,1.0,0.0,0.76,0.752
시상,1,1.0,0.0,0.76,0.752
포콤프,1,1.0,0.0,0.0,0.6
표백,1,1.0,0.0,0.76,0.752
타르모,1,1.0,0.0,1.0,0.8
눕다,1,1.0,0.0,0.76,0.752
마키,1,-0.5,0.0,0.76,-0.148
관세,1,0.0,0.0,0.76,0.152
레미,1,1.0,0.0,1.0,0.8
일반,1,1.0,0.0,0.76,0.752
들리다,1,1.0,0.0,0.76,0.752
낙관,1,1.0,0.0,1.0,0.8
기다리다,1,1.0,0.0,1.0,0.8
쿠나,1,1.0,0.0,0.76,0.752
현대차,1,1.0,0.0,1.0,0.8
칠면조,1,1.0,0.0,0.76,0.752
제과,1,1.0,0.0,1.0,0.8
오하이오주,1,1.0,0.0,1.0,0.8
중심성,1,1.0,0.0,1.0,0.8
스티,1,1.0,0.0,1.0,0.8
유치원,1,1.0,0.0,1.0,0.8
판정,1,1.0,0.0,0.76,0.752
신시내티,1,1.0,0.0,0.76,0.752
권장,1,1.0,0.0,0.76,0.752
공작기계,1,1.0,0.0,0.76,0.752
언리미티드,1,1.0,0.0,1.0,0.8
스탠리,1,1.0,0.0,1.0,0.8
비공개,1,1.0,0.0,0.76,0.752
기계공학,1,1.0,0.0,1.0,0.8
앤지,1,1.0,0.0,0.76,0.752
세분,1,1.0,0.0,0.76,0.752
선전,1,1.0,0.0,0.76,0.752
최저,1,-0.6,0.0,0.76,-0.208
신차,1,0.0,0.0,0.7,0.14
플레이어,1,1.0,0.0,0.9408810611394682,0.7882
국적,1,0.0,0.0,1.0,0.2
스택,1,1.0,0.0,0.76,0.752
자바,1,1.0,0.0,0.76,0.752
발리,1,1.0,0.0,1.0,0.8
수마트라,1,1.0,0.0,0.834314575050762,0.7669
볼륨,1,1.0,0.0,0.76,0.752
비워벤스,1,1.0,0.0,0.76,0.752
탄산음료,1,1.0,0.0,1.0,0.8
바탐,1,1.0,0.0,0.76,0.752
렉시,1,1.0,0.0,0.2,0.64
라디오,1,1.0,0.0,0.76,0.752
가열,1,1.0,0.0,0.76,0.752
업무,1,-0.3333,0.0,0.76,-0.048
자로,1,1.0,0.0,1.0,0.8
자하,1,1.0,0.0,0.7,0.74
스마,1,1.0,0.0,0.6,0.72
코카콜라,1,-0.3333,0.0,-0.3333,-0.2666
코피,1,1.0,0.0,0.76,0.752
지바,1,1.0,0.0,0.76,0.752
코넷,1,1.0,0.0,0.76,0.752
사우스,1,1.0,0.0,0.7273769788045786,0.7455
닐슨,1,1.0,0.0,0.76,0.752
오스틴,1,1.0,0.0,0.5786039302682129,0.7157
수석,1,1.0,0.0,1.0,0.8
오브,1,0.0,0.0,0.76,0.152
코그,1,1.0,0.0,0.6,0.72
분배,1,0.0,0.0,0.76,0.152
반등,1,0.0,0.0,0.76,0.152
약동학,1,1.0,0.0,0.76,0.752
붙다,1,1.0,0.0,0.76,0.752
면제,1,1.0,0.0,0.76,0.752
센트럴,1,1.0,0.0,0.4286,0.6857
미시간,1,1.0,0.0,0.7,0.74
사우스필드,1,1.0,0.0,0.7273769788045786,0.7455
두바이,1,1.0,0.0,0.7658593737879901,0.7532
수처리,1,1.0,0.0,1.0,0.8
트레이드,1,1.0,0.0,0.9395406633088467,0.7879
응고,1,1.0,0.0,0.7,0.74
무기,1,1.0,0.0,0.76,0.752
리오,1,1.0,0.0,1.0,0.8
안드라프라데시,1,1.0,0.0,0.76,0.752
드베즈혜고르스크,1,1.0,0.0,0.76,0.752
동석,1,0.0,0.0,0.76,0.152
툴리키비,1,1.0,0.0,1.0,0.8
스트레이팅,1,1.0,0.0,0.9333400000000001,0.7867
테이프,1,1.0,0.0,1.0,0.8
재사용,1,1.0,0.0,0.76,0.752
과반수,1,1.0,0.0,0.76,0.752
특성,1,1.0,0.0,0.76,0.752
다이나믹스,1,1.0,0.0,0.76,0.752
테미,1,1.0,0.0,0.76,0.752
부메랑,1,1.0,0.0,1.0,0.8
이의,1,1.0,0.0,0.7,0.74
모뎀,1,1.0,0.0,0.7,0.74
류마티스,1,1.0,0.0,0.57145,0.7143
관절염,1,1.0,0.0,0.76,0.752
스트리밍,1,1.0,0.0,0.8158851943513141,0.7632
조정은,1,0.0,0.0,0.3988788781232732,0.0798
장소,1,1.0,0.0,0.76,0.752
분할,1,1.0,0.0,0.76,0.752
점포,1,1.0,0.0,1.0,0.8
휴업,1,1.0,0.0,0.76,0.752
임시,1,-0.5,0.0,1.0,-0.1
코발트,1,1.0,0.0,0.22574027804402583,0.6451
노릴스크,1,1.0,0.0,0.76,0.752
작동,1,1.0,0.0,0.7,0.74
새다,1,1.0,0.0,0.7,0.74
발티카,1,1.0,0.0,0.25,0.65
크로나,1,0.0,0.0,0.76,0.152
종가,1,1.0,0.0,0.76,0.752
레지나,1,1.0,0.0,0.76,0.752
바나,1,1.0,0.0,1.0,0.8
페트병,1,1.0,0.0,1.0,0.8
블릭,1,1.0,0.0,0.7,0.74
이유,1,0.0,0.0,0.76,0.152
리소스,1,0.0,0.0,1.0,0.2
노스랜드,1,1.0,0.0,0.7557457683834524,0.7511
커머스,1,1.0,0.0,0.76,0.752
푸린,1,1.0,0.0,0.76,0.752
국제화,1,1.0,0.0,0.6,0.72
보헤미아,1,1.0,0.0,0.76,0.752
채굴,1,1.0,0.0,0.76,0.752
다가가다,1,1.0,0.0,0.76,0.752
하바,1,0.0,0.0,1.0,0.2
풀리다,1,1.0,0.0,0.76,0.752
이니셔티브,1,1.0,0.0,0.76,0.752
브르노,1,1.0,0.0,0.76,0.752
상표,1,-0.3333,0.0,0.76,-0.048
상징,1,1.0,0.0,0.76,0.752
특허청,1,1.0,0.0,-0.6,0.48
위스콘신,1,1.0,0.0,0.76,0.752
오이지,1,0.0,0.0,0.76,0.152
피터,1,1.0,0.0,1.0,0.8
지난달,1,-0.3333,0.0,0.7,-0.06
위키,1,1.0,0.0,0.76,0.752
스위트,1,1.0,0.0,0.76,0.752
발견,1,-0.3333,0.0,0.76,-0.048
스털링,1,1.0,0.0,1.0,0.8
멘토스,1,1.0,0.0,0.76,0.752
국민,1,1.0,0.0,0.76,0.752
파가,1,1.0,0.0,0.7,0.74
단말,1,1.0,0.0,1.0,0.8
데이터베이스,1,1.0,0.0,0.9652466318388019,0.793
라마,1,1.0,0.0,1.0,0.8
스베,1,1.0,0.0,0.76,0.752
구글,1,0.0,0.0,0.76,0.152
브링카브,1,1.0,0.0,0.76,0.752
키루나,1,1.0,0.0,0.7,0.74
시카고,1,1.0,0.0,0.76,0.752
펠릿,1,1.0,0.0,1.0,0.8
비계,1,1.0,0.0,0.76,0.752
건선,1,1.0,0.0,0.76,0.752
유사하다,1,1.0,0.0,0.76,0.752
달리,1,0.0,0.0,0.76,0.152
차량,1,0.0,0.0,0.76,0.152
그니,1,1.0,0.0,0.76,0.752
리서치,1,1.0,0.0,0.76,0.752
카마라,1,1.0,0.0,1.0,0.8
텔레매틱스,1,1.0,0.0,0.880201217059357,0.776
통카,1,1.0,0.0,0.76,0.752
민네,1,1.0,0.0,0.76,0.752
카리아,1,1.0,0.0,1.0,0.8
리포트,1,1.0,0.0,0.76,0.752
셀프,1,1.0,0.0,1.0,0.8
학교,1,1.0,0.0,1.0,0.8
살아나다,1,1.0,0.0,0.6,0.72
담보,1,1.0,0.0,0.76,0.752
접목,1,1.0,0.0,0.7,0.74
최첨단,1,1.0,0.0,1.0,0.8
단독주택,1,1.0,0.0,1.0,0.8
소의,1,-0.3333,0.0,1.0,0.0
특색,1,1.0,0.0,0.76,0.752
은행업,1,1.0,0.0,0.76,0.752
수십,1,0.0,0.0,0.76,0.152
예카테린부르크,1,1.0,0.0,0.76,0.752
파업,1,-0.6667,0.0,0.76,-0.248
주년,1,1.0,0.0,0.76,0.752
창립,1,1.0,0.0,0.76,0.752
만하,1,1.0,0.0,0.76,0.752
찬사,1,1.0,0.0,0.76,0.752
부로,1,1.0,0.0,0.76,0.752
청원,1,1.0,0.0,1.0,0.8
우위,1,1.0,0.0,0.76,0.752
일주일,1,1.0,0.0,0.76,0.752
헥타르,1,1.0,0.0,1.0,0.8
공원,1,1.0,0.0,0.76,0.752
싱하,1,1.0,0.0,0.76,0.752
스크린,1,1.0,0.0,0.7,0.74
라이티넨,1,1.0,0.0,0.8824997713823269,0.7765
사내,1,1.0,0.0,0.76,0.752
유시,1,1.0,0.0,0.76,0.752
싣다,1,1.0,0.0,0.7,0.74
어스,1,1.0,0.0,0.76,0.752
이야기,1,1.0,0.0,0.76,0.752
작다,1,0.0,0.0,0.76,0.152
미끼,1,1.0,0.0,0.7,0.74
표지,1,1.0,0.0,0.76,0.752
레닌그라드,1,1.0,0.0,0.76,0.752
브세볼로시스크,1,1.0,0.0,1.0,0.8
먼로,1,1.0,0.0,0.76,0.752
마릴,1,1.0,0.0,0.76,0.752
증설,1,1.0,0.0,0.76,0.752
오스,1,0.0,0.0,1.0,0.2
할인,1,1.0,0.0,0.76,0.752
네팔,1,1.0,0.0,0.76,0.752
릴리스,1,1.0,0.0,0.4972770804589589,0.6995
인구,1,1.0,0.0,0.76,0.752
임원,1,0.0,0.0,0.76,0.152
원가,1,0.0,0.0,0.76,0.152
베사,1,1.0,0.0,0.76,0.752
정기,1,1.0,0.0,0.76,0.752
메이저,1,1.0,0.0,1.0,0.8
능률,1,1.0,0.0,0.76,0.752
수상,1,1.0,0.0,1.0,0.8
후의,1,1.0,0.0,0.76,0.752
칼레,1,1.0,0.0,0.76,0.752
대만,1,1.0,0.0,0.7,0.74
비자,1,1.0,0.0,0.3333,0.6667
특별하다,1,1.0,0.0,0.76,0.752
관련성,1,1.0,0.0,0.76,0.752
웨이브,1,1.0,0.0,0.76,0.752
한센,1,1.0,0.0,0.76,0.752
동남아,1,1.0,0.0,0.76,0.752
브루스,1,1.0,0.0,1.0,0.8
연구원,1,1.0,0.0,0.6666500000000001,0.7333
해제,1,1.0,0.0,1.0,0.8
맥아,1,1.0,0.0,0.76,0.752
본격,1,1.0,0.0,1.0,0.8
울버린,1,1.0,0.0,0.76,0.752
자부심,1,1.0,0.0,0.76,0.752
흥분,1,1.0,0.0,0.7,0.74
치가,1,1.0,0.0,0.76,0.752
위축,1,-0.3333,0.0,0.7,-0.06
회담,1,0.0,0.0,0.76,0.152
복합,1,0.0,0.0,0.7,0.14
룬드벡,1,1.0,0.0,1.0,0.8
마야,1,1.0,0.0,0.76,0.752
도버,1,1.0,0.0,0.76,0.752
항로,1,1.0,0.0,0.76,0.752
스트랜드,1,1.0,0.0,0.6261197691835462,0.7252
조선소,1,1.0,0.0,0.600399191697041,0.7201
보증,1,1.0,0.0,0.76,0.752
어댑터,1,1.0,0.0,0.76,0.752
어소,1,1.0,0.0,0.7,0.74
트러스트,1,1.0,0.0,0.76,0.752
전략기획,1,1.0,0.0,1.0,0.8
엠버,1,1.0,0.0,0.76,0.752
룩셈부르크,1,1.0,0.0,0.76,0.752
추적,1,1.0,0.0,0.76,0.752
합류,1,1.0,0.0,0.76,0.752
이크스,1,1.0,0.0,0.76,0.752
격려,1,1.0,0.0,1.0,0.8
낚시꾼,1,1.0,0.0,1.0,0.8
피터슨,1,1.0,0.0,1.0,0.8
집행,1,0.0,0.0,1.0,0.2
프랭크,1,1.0,0.0,0.76,0.752
스티오,1,1.0,0.0,1.0,0.8
야적,1,1.0,0.0,0.76,0.752
별다르다,1,1.0,0.0,1.0,0.8
리콜,1,1.0,0.0,0.76,0.752
경우,1,-0.6667,0.0,0.76,-0.248
라우마,1,1.0,0.0,0.32326135687224705,0.6647
도운,1,1.0,0.0,0.76,0.752
담합,1,1.0,0.0,1.0,0.8
음모,1,1.0,0.0,1.0,0.8
관계자,1,0.0,0.0,0.7778000000000002,0.1556
탈렌텀,1,1.0,0.0,0.76,0.752
격차,1,1.0,0.0,0.76,0.752
해소,1,1.0,0.0,0.76,0.752
노바,1,1.0,0.0,0.76,0.752
토르,1,1.0,0.0,1.0,0.8
대여,1,0.0,0.0,0.76,0.152
폭풍우,1,1.0,0.0,0.76,0.752
탐페레,1,-0.5,0.0,0.76,-0.148
번의,1,1.0,0.0,1.0,0.8
사이트,1,-0.3333,0.0,0.6235733046537232,-0.0753
버리다,1,0.0,0.0,0.7,0.14
나무,1,0.0,0.0,1.0,0.2
이로,1,1.0,0.0,0.6,0.72
키로스,1,1.0,0.0,1.0,0.8
천연가스,1,1.0,0.0,0.8917204895491009,0.7783
토지,1,1.0,0.0,0.76,0.752
행사,1,1.0,0.0,0.76,0.752
티엄,1,1.0,0.0,0.76,0.752
주변,1,0.0,0.0,0.76,0.152
감원,1,-0.8,0.0,1.0,-0.28
카우핑,1,1.0,0.0,1.0,0.8
개발도상국,1,0.0,0.0,0.76,0.152
티아이,1,1.0,0.0,0.9073287166512012,0.7815
가담,1,1.0,0.0,1.0,0.8
멀다,1,1.0,0.0,0.7,0.74
치열하다,1,1.0,0.0,0.76,0.752
의향,1,1.0,0.0,0.76,0.752
부응,1,1.0,0.0,0.76,0.752
교역,1,1.0,0.0,0.7,0.74
주입,1,1.0,0.0,0.76,0.752
착수,1,1.0,0.0,0.7,0.74
도심,1,1.0,0.0,0.76,0.752
이끌다,1,0.0,0.0,0.6667,0.1333
일정,1,0.0,0.0,0.76,0.152
리플,1,0.0,0.0,0.76,0.152
정보기술,1,1.0,0.0,1.0,0.8
약정,1,0.0,0.0,1.0,0.2
위프,1,1.0,0.0,0.76,0.752
구간,1,1.0,0.0,0.76,0.752
고속,1,1.0,0.0,0.76,0.752
베를린,1,1.0,0.0,0.76,0.752
접속,1,1.0,0.0,0.76,0.752
주거,1,1.0,0.0,1.0,0.8
연락망,1,1.0,0.0,0.76,0.752
콘술,1,1.0,0.0,0.76,0.752
유로스타,1,1.0,0.0,0.9332133112369808,0.7866
매점,1,1.0,0.0,0.76,0.752
뉴욕증시,1,1.0,0.0,1.0,0.8
중추,1,1.0,0.0,1.0,0.8
보행,1,1.0,0.0,1.0,0.8
난관,1,0.0,0.0,1.0,0.2
자극제,1,1.0,0.0,0.76,0.752
설문조사,1,0.0,0.0,0.0,0.0
사들이다,1,1.0,0.0,1.0,0.8
장애,1,1.0,0.0,0.76,0.752
양성,1,1.0,0.0,0.76,0.752
몬테비데오,1,1.0,0.0,0.76,0.752
금연,1,1.0,0.0,0.76,0.752
제분,1,0.0,0.0,1.0,0.2
소가,1,-0.3333,0.0,0.76,-0.048
원자로,1,1.0,0.0,1.0,0.8
법적,1,1.0,0.0,1.0,0.8
맥손,1,1.0,0.0,0.76,0.752
찾기,1,1.0,0.0,0.76,0.752
차익,1,1.0,0.0,0.76,0.752
미만,1,-0.5,0.0,0.76,-0.148
일일,1,1.0,0.0,0.76,0.752
선고,1,1.0,0.0,0.76,0.752
무죄,1,1.0,0.0,0.76,0.752
개설,1,0.0,0.0,0.76,0.152
콜레스테롤,1,1.0,0.0,0.76,0.752
로드맵,1,1.0,0.0,1.0,0.8
샤프,1,1.0,0.0,0.76,0.752
산업화,1,0.0,0.0,1.0,0.2
그리스,1,1.0,0.0,0.8,0.76
보행자,1,1.0,0.0,1.0,0.8
케스쿠스카투,1,1.0,0.0,1.0,0.8
고리,1,1.0,0.0,0.76,0.752
핸드,1,1.0,0.0,0.76,0.752
노씨,1,1.0,0.0,0.76,0.752
유압,1,1.0,0.0,1.0,0.8
탈취,1,1.0,0.0,0.76,0.752
낮추다,1,-0.6,0.0,0.9284892201675323,-0.1743
제거,1,1.0,0.0,0.76,0.752
차별,1,1.0,0.0,0.76,0.752
애프터,1,1.0,0.0,0.76,0.752
모래,1,1.0,0.0,0.76,0.752
분해,1,1.0,0.0,0.76,0.752
유입,1,1.0,0.0,0.76,0.752
기업인,1,1.0,0.0,0.76,0.752
요건,1,1.0,0.0,0.7,0.74
지침,1,1.0,0.0,0.76,0.752
상점,1,1.0,0.0,1.0,0.8
가구,1,-0.3333,0.0,1.0,0.0
파스,1,1.0,0.0,0.76,0.752
항공모함,1,1.0,0.0,0.43362553039419277,0.6867
이상인,1,1.0,0.0,0.76,0.752
튼튼하다,1,1.0,0.0,0.76,0.752
매매,1,0.0,0.0,0.76,0.152
발메트,1,1.0,0.0,1.0,0.8
락베레,1,1.0,0.0,1.0,0.8
카삭,1,1.0,0.0,0.76,0.752
프리트,1,1.0,0.0,1.0,0.8
시나,1,1.0,0.0,0.76,0.752
사마,1,1.0,0.0,0.76,0.752
발티,1,1.0,0.0,1.0,0.8
인산염,1,0.0,0.0,0.76,0.152
르비,1,1.0,0.0,1.0,0.8
시리다,1,1.0,0.0,0.7,0.74
미네,1,1.0,0.0,1.0,0.8
메시지,1,1.0,0.0,1.0,0.8
묶이다,1,1.0,0.0,0.7,0.74
논워븐,1,1.0,0.0,1.0,0.8
크리스토퍼,1,1.0,0.0,0.5950765926515618,0.719
파파,1,1.0,0.0,0.76,0.752
레스토랑,1,1.0,0.0,0.586779677415975,0.7174
양질,1,1.0,0.0,0.76,0.752
성공하다,1,1.0,0.0,1.0,0.8
노텔,1,1.0,0.0,0.7,0.74
고려,1,-0.3333,0.0,1.0,0.0
버라이즌,1,1.0,0.0,0.928575,0.7857
텔랩스,1,1.0,0.0,1.0,0.8
테오,1,1.0,0.0,0.7,0.74
게팅거,1,1.0,0.0,0.76,0.752
견실,1,1.0,0.0,0.76,0.752
개항,1,1.0,0.0,0.76,0.752
사이공,1,1.0,0.0,0.2254502277174261,0.6451
하우스,1,1.0,0.0,0.6240203416926724,0.7248
트레이너,1,1.0,0.0,0.9333400000000001,0.7867
엘렉트,1,1.0,0.0,0.7,0.74
깊다,1,1.0,0.0,1.0,0.8
유서,1,1.0,0.0,0.76,0.752
피드백,1,1.0,0.0,0.76,0.752
오늘날,1,1.0,0.0,0.76,0.752
정시,1,1.0,0.0,0.76,0.752
공급망,1,1.0,0.0,0.76,0.752
리더,1,1.0,0.0,1.0,0.8
하량,1,1.0,0.0,0.76,0.752
가중,1,1.0,0.0,0.76,0.752
피브,1,1.0,0.0,0.76,0.752
수도,1,1.0,0.0,1.0,0.8
기본,1,-0.3333,0.0,1.0,0.0
사우디아라비아,1,1.0,0.0,1.0,0.8
허치슨,1,1.0,0.0,0.76,0.752
녹다,1,1.0,0.0,0.76,0.752
워치,1,0.0,0.0,0.76,0.152
건전하다,1,1.0,0.0,0.76,0.752
빌핑거,1,1.0,0.0,0.76,0.752
고무,1,1.0,0.0,0.76,0.752
뉴포트,1,1.0,0.0,0.76,0.752
방출,1,1.0,0.0,0.76,0.752
파푸아뉴기니,1,1.0,0.0,0.76,0.752
수리,1,0.0,0.0,0.76,0.152
마타,1,1.0,0.0,0.7,0.74
신세대,1,1.0,0.0,1.0,0.8
투르쿠,1,-0.3333,0.0,0.76,-0.048
자본금,1,0.0,0.0,0.7,0.14
기부,1,1.0,0.0,0.76,0.752
정오,1,1.0,0.0,0.7,0.74
커패시터,1,1.0,0.0,0.76,0.752
인기,1,1.0,0.0,0.76,0.752
안전,1,1.0,0.0,1.0,0.8
운전자,1,0.0,0.0,0.7,0.14
포욜라,1,1.0,0.0,0.76,0.752
노조,1,-0.5,0.0,0.76,-0.148
간주,1,1.0,0.0,1.0,0.8
특수,1,1.0,0.0,0.76,0.752
중요성,1,1.0,0.0,0.76,0.752
승자,1,1.0,0.0,0.76,0.752
미터,1,1.0,0.0,1.0,0.8
월비스,1,1.0,0.0,0.76,0.752
나미비아,1,1.0,0.0,0.76,0.752
서해안,1,1.0,0.0,0.7,0.74
테라,1,1.0,0.0,0.76,0.752
머티리얼즈,1,1.0,0.0,1.0,0.8
모리스,1,1.0,0.0,0.8,0.76
조작,1,1.0,0.0,0.76,0.752
사나이,1,1.0,0.0,1.0,0.8
건조,1,1.0,0.0,1.0,0.8
타워,1,1.0,0.0,0.76,0.752
가동,1,1.0,0.0,0.76,0.752
시트,1,1.0,0.0,0.7,0.74
사우스캐롤라이나,1,1.0,0.0,0.8095874876020244,0.7619
사가,1,0.0,0.0,0.76,0.152
걸다,1,1.0,0.0,0.7,0.74
베이버,1,1.0,0.0,0.95813909936243,0.7916
등반,1,1.0,0.0,0.76,0.752
차이나,1,1.0,0.0,1.0,0.8
내의,1,1.0,0.0,0.76,0.752
플랜,1,1.0,0.0,1.0,0.8
특정,1,0.0,0.0,0.76,0.152
호의,1,0.0,0.0,0.76,0.152
통화,1,-0.6,0.0,0.76,-0.208
부와,1,1.0,0.0,0.76,0.752
지방행정,1,1.0,0.0,1.0,0.8
칼루,1,1.0,0.0,0.76,0.752
야금,1,1.0,0.0,0.76,0.752
변국,1,1.0,0.0,0.76,0.752
메트,1,1.0,0.0,1.0,0.8
츠베트,1,1.0,0.0,1.0,0.8
내다보다,1,1.0,0.0,0.6509249993330273,0.7302
릴리즈,1,1.0,0.0,0.16206200131403847,0.6324
해롭다,1,1.0,0.0,0.76,0.752
나란하다,1,1.0,0.0,0.76,0.752
타블로,1,1.0,0.0,0.76,0.752
하이브리드,1,1.0,0.0,0.7856633901742864,0.7571
관성,1,0.0,0.0,0.76,0.152
도쿰쿨,1,1.0,0.0,1.0,0.8
급사,1,1.0,0.0,0.76,0.752
소프트볼,1,1.0,0.0,1.0,0.8
야구,1,1.0,0.0,0.76,0.752
인터내셔널,1,1.0,0.0,0.8368592669354291,0.7674
덕츠,1,1.0,0.0,0.76,0.752
피트니스,1,1.0,0.0,1.0,0.8
캘리포니아,1,1.0,0.0,1.0,0.8
