날짜,제목,닉네임,종목,게시글,댓글수,조회수,공감,비공감,게시글내용,댓글
2025.06.25 13:06,어제 오르기전보다 더 떨구네,do******,009540,305063714,0,131,1,0,,
2025.06.25 13:05,계단식 하락?,gich****,009540,305063571,0,104,1,2,"ㅎㅎㅎ

내일 반등이야",
2025.06.25 12:48,최고점 찍고 계단식 하락이다,su27****,009540,305061561,1,402,4,5,"그러나 30초반까지 하락후
반등 가능성 너무 올랐다",어디가 아프요?
2025.06.25 12:33,배당금 언제쯤 들어옴 ??,utra****,009540,305059804,1,472,0,2,용인 아울렛 구찌백 사러 ~~,때 되면 ok?
2025.06.25 12:24,"신한증권, UBS, JP모간",gb******,009540,305058682,0,240,4,0,"너희들 뭐하는 짓이고~~~?
8% 이상 떨어뜨리고 내일부터 다시 시작
어때요...???",
2025.06.25 12:08,개미들,ajh3****,009540,305056866,0,216,2,2,40 미만에서 다털고 40 이상으로 쭉쭉 가자,
2025.06.25 11:48,오마이갓,ansd****,009540,305054488,0,238,1,2,삼호상장하나,
2025.06.25 11:15,100만원까지 추매,tl******,009540,305050039,3,629,6,1,갈 수 밖에 없지 않냐,ㅇㅇ ㅎㅎ | HD한국조선해양 진입 포인트 확신 없을 땐 iselect.kr 참고하세요. | 풉 여윽시 ㅋㅋ
2025.06.25 10:16,[대책 공개] 현재 보유자들만...,nkle****,009540,305040841,0,542,9,5,"최근 삼성증권 목표가 46만원, 유안타증권 46만6천원...

컴퓨터 끄시고, 밖으로 나가셔서, 좋은공기 쐬시면서 건강을 챙기셔라
폰으로도 시세 들여다 보지 마시라...

믿고, 다른 하고 싶은 일 실컷하셔라...

-상위 5% 전업투자자-",
2025.06.25 09:27,반기 배당 준다고 함 ~~,utra****,009540,305030512,1,982,8,2,털리지 마라 ~~,오늘 비중 20% 추가 50% 맞춤. 내년까지 60만원~ 나머진 이재명이 올인하는 지역화폐 큰장 열리는데 박고
2025.06.25 08:53,크루즈 호를 타고,qwer****,009540,305023598,0,243,0,2,연말 여행을 날아가ㅏㅏㅏ,
2025.06.25 07:24,[성장 가속] 컨테이너선 독주,nkle****,009540,305017043,0,395,11,2,"올해에만 44척을 수주해내면서 조선3사 물량의 81%를 차지, 독보적인 시장 점유율
올해 수주한 컨테이너 44척 중 약 60%인 26척이 LNG 이중연료 추진 사양

HD한국조선해양 관계자
""국제해사기구의 탄소배출 규제 강화 기조에 따라 친환경 선박 교체 수요는 지속될 것""
""중형 암모니아 추진선, 메탄올 추진 컨테이너선 등을 세계 최초로 수주하는 등 해당 시장을 선도해 나가고 있다""

-상위 5% 전업투자자-",
2025.06.25 05:24,한조 주주님들...,ohj8****,009540,305015208,3,574,18,2,제가 다른것에 많이 물려있었고 한조 또한2년넘게 물려 있었는데요.. 많이 힘들고 지쳤는데 가뭄에 단비가 찾아와서 너무 행복 하네요..장마시작 이랍니다..오늘은 동동주에 안주는 파전으로 술한잔 때리겠습니다~~한조 가즈아~~콜~~,12년전에 사서 유상증자까지 받으며 버텼습니다. | 맛있게 드세요 | 미투
2025.06.25 00:21,"화려한 질주, HD한국조선해양, 총 정리...",zhfp****,009540,305012780,0,2684,5,9,"https://m.blog.naver.com/zhfps117/223884431564


HD한국조선해양의 이유있는 상승세횡보 왜 그런지 아셔야 합니다. 향후 전망까지 총 정리글 입니다.

이 글을 작성한지 시기에 비해 많은 상승세를 이뤄내고 있는데요.

그 이유를 총 정리한 글

지금 이 순간 투자를 고민하고 계시다면 읽어보시면 도움이 되실거라 판단 됩니다.!!!!!",
2025.06.25 04:46,"화려한 질주, HD한국조선해양, 총 정리...",spen****,009540,305014963,0,161,8,1,같은 글 그만홍보 하고 업데이트 좀 해라,
2025.06.24 21:34,미국과의 협력건 발표되는 시점에 큰 펌핑...,asra****,009540,305007744,1,490,8,2,-냉무-,미국이 크게 도움이될까요?그냥 지금 상태로만 봐도 어마무시 한데.ㅎㅎ
2025.06.24 20:53,외인지분율,ansd****,009540,305006324,0,371,4,2,점점 늘어나네요 언제까지갈려나,
2025.06.24 20:14,중간배당,jaep****,009540,305004875,2,1182,1,3,"중간배당이 있나요?
있으면 배당일이 언제이고
배당금은 얼마인가요?",이사회 의결 나와야 결정됨 | 배당기준일30일
2025.06.24 18:57,지주사들이,wedk****,009540,305001288,0,406,9,3,"27년 per 10배 근처까지 오르고 있으니까

한조는 비상장 삼호를 반영해서

27년 per 12배 55만은 가야 정상이지",
2025.06.24 17:44,HD 현대중공업주가가 40만원대 유지하는...,yaah****,009540,304997190,0,582,14,2,"점진적으로 올라 키 맞추기하는 모양새..... 70만원되면 한조 PBR 6 언저리 현 한중 PBR 8 언저리이니 얼쑤 합리적..
앞으로 60만원까지는 무난히 뚜벅뚜벅 가지않을까 조심스레 예견해본다.",
2025.06.24 17:30,올해 배당수입금 4000억이 넘어요.,sb******,009540,304996105,1,857,14,2,"올해 hd한국조선해양 배당수익은 얼마나 될까요?
여기서 알짜배기 황금알은 비상장 현대삼호 입니다.
95프로 이상을 hd한조가 가져가니깐 ...
올초에 2400억이니깐 내년초엔 최소 5000억 이상 그리고 현중 미포 하면 보수적으로 계산해도 배당수익만 1조....
최소 짧게 내년초까지만 홀딩해도 답이 나오지 않나요?
고부가가치선 높은 신조가 선별수주 강달러 안정된 후판가격...리스크가 있을수 있나요?
털린 개미만 통곡할겁니다.^^",배당 언제 얼마 주냐고 ~~ ??
2025.06.24 16:20,수급,cana****,009540,304991091,0,482,22,2,"요즘 개미 매도는 정말 안타깝네요.
단순 이벤트성 재료만으로 급등주 속출하는데, 이건 차원이 다릅니다.
우리 산업에서 미국이 SOS 보내는 단군이래 첫 역사적 전환점인 사건이잖아요.
단기 주가야 아무도 모르는 것이지만,
분명한건 샀다팔았다 하면서 대응할 종목이 아닙니다.
꽈~악 쥐고 길게 지켜봅시다.

HD현대, 한미 조선 전문가 모았다...정기선 ""진정한 해양 동맹의 출발점"" -
https://v.daum.net/v/20250624160124849",
2025.06.24 14:55,배당금,soal****,009540,304980824,2,1514,0,14,배당금 연1번인데 왠 배당??,뽀나스 | 성과급 중간배당
2025.06.24 14:38,배당,wmfw****,009540,304978459,0,638,3,3,06/30 중간배당은 현대미포만 해당아님? 내가 알기론 그런데,
2025.06.24 14:07,26까지 보유해야 배당 받음 ??,utra****,009540,304974113,1,1300,4,4,27일 배당락일 인가요 ??,ㅇㅇ 27일 파셈
2025.06.24 13:18,"분노의 질주, HD한국조선해양 총 정리글...",zhfp****,009540,304967231,1,1977,1,8,"https://m.blog.naver.com/zhfps117/223884431564


HD한국조선해양의 이유있는 상승세횡보 왜 그런지 아셔야 합니다. 향후 전망까지 총 정리글 입니다.

이 글을 작성한지 시기에 비해 많은 상승세를 이뤄내고 있는데요.

그 이유를 총 정리한 글

지금 이 순간 투자를 고민하고 계시다면 읽어보시면 도움이 되실거라 판단 됩니다.!!!!",그만좀 울궈 먹으쇼....
2025.06.24 13:13,조선주는 뭔가 위험 노출이 없어서 좋다,tl******,009540,304966594,0,339,10,2,전쟁을 하든~ 반도체 겨울이 오든~ 위험 노출 無,
2025.06.24 12:39,더는 안 바란다,wedk****,009540,304962109,0,510,12,1,55만까지만 가자,
2025.06.24 12:21,배당기준일 언제 임 ??,utra****,009540,304959719,1,1191,5,3,사넬 백 ~~,6월 30일
2025.06.24 12:11,신고가 갱신 했네~ㅎ,hodd****,009540,304958469,0,299,2,1,축하~~쭉 가자,
2025.06.24 11:53,신고가 갱신 눈앞,hodd****,009540,304956161,0,208,1,2,.,
2025.06.24 11:51,40층 왔네 ~~,utra****,009540,304955833,2,662,9,3,목표가 70층으로 수정 ~~,14일 안으로 갔다놔라 | 100 층 가능 100펴
2025.06.24 10:22,"한국조선해양, 질주! 총 정리글",zhfp****,009540,304941198,0,1388,1,5,"https://m.blog.naver.com/zhfps117/223884431564


HD한국조선해양의 이유있는 상승세횡보 왜 그런지 아셔야 합니다. 향후 전망까지 총 정리글 입니다.

이 글을 작성한지 시기에 비해 많은 상승세를 이뤄내고 있는데요.

그 이유를 총 정리한 글

지금 이 순간 투자를 고민하고 계시다면 읽어보시면 도움이 되실거라 판단 됩니다.!!!",
2025.06.24 10:17,[삭제된 게시물의 답글]2분기도 어닝서프...,mild****,009540,304940265,0,215,0,2,집이 더 오를것 같은데요 ㅎㅎ,
2025.06.24 09:44,사기꾼 주의...!,gb******,009540,304933469,0,204,4,1,"최근에 김영익 교수를 사칭하여 20일간
500%의 수익을 보장한다며 어제 오르비텍을 추천하며 현금투자를 유도하다 호응하는 투자자가 없으니까 앱을 모조리 삭제하고 사라지는 사기꾼이 있었으니 피해가
없도록 주의 바랍니다.
ㅡㅡㅡ 스크류바 프로젝트 ㅡㅡㅡ",
2025.06.24 09:27,진짜 얘는 튼튼하노~,ozak****,009540,304929234,0,229,4,2,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2025.06.24 08:42,50만? 55만?,wedk****,009540,304919931,1,720,6,1,어디까지 올라가는 거에요?,원래 자회사 주식 가치만 따져도 지금 70만원은 되어 있어야 정상이다. 얼마까지 갈지는 아무도 모르지.
2025.06.24 08:40,38만,ansd****,009540,304919593,0,212,4,2,넘어 40만가자,
2025.06.24 00:48,떡상 소식 떳네 가자 요거다,ysj6****,009540,304908189,0,591,5,5,"https://blog.naver.com/zhfps117/223884431564


가자 가자 가자",
2025.06.23 21:50,50은 넘어간다,sw******,009540,304903111,1,610,9,1,50은 기본이고 100은 좀 ㅋㅋㅋ,두에빌이 45조인데??한조는 50조는 가야지 최소 60부터 시작
2025.06.23 18:41,"""매력적인 조선 종합세트"" ( 삼성증권...",utra****,009540,304896295,0,893,15,4,"짠물 삼성증권이 목표주가 상향조정 했다 ~~
두산빌, 한화에어로 처럼 기대주~~~ 100층 예상",
2025.06.23 14:56,2,sykc****,009540,304879618,0,398,4,2,척 수주,
2025.06.23 14:54,2조 수주 한거 있었는데 ~~,utra****,009540,304879347,0,508,1,4,"주가반영 안된거 같은데 ~~
8척 수주 한거 반영?나 ~~ ??",
2025.06.23 14:15,수주공시떴다!,0llo****,009540,304874469,4,1081,10,3,"https://www.creditnews.kr/news/articleView.html?idxno=1115

굿~","별볼일없는수주 | 아프리카 소재 선사와 2,543억 원유운반선 2척(매출액비 3.5%) | 매주 1건씩은 수주하네 ~~ ㅋㅋ | 조선 많이많이 하자"
2025.06.23 13:40,배당금 언제 줌 ~~ ??,utra****,009540,304869843,0,519,1,3,추매 하려고 하는데 ~~,
2025.06.23 13:10,40만원 돌파각,shin****,009540,304866512,0,297,3,2,"상선, 구축함 ㅇㅋ?",
2025.06.23 12:55,위에서 누르고,gb******,009540,304864982,0,231,3,3,"짜내도 매도물량이 없구나~~~!
옆집까지 순환매가 돌아서 곧 온기가
느껴지겠다.",
2025.06.23 12:53,꿈에돈5천억즈그아빠조물락댄거,ufom****,009540,304864746,0,152,0,3,"잎퍼리불량적돌림 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.23 12:52
느끼란다 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.23 12:51
고기렌덤살떨어진다까지불량적 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.23 12:49
포장불량글자지움유통기한까지 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.23 12:48
우체국훔처간모딸 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.23 12:46
한화돈훔처간차미영집구석대우대량펀드사기캐라학교돈 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.23 12:45
윤석열김건희문재인박근혜꼰지름포장꾸부림흠집렌덤불량 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.23 12:43
이재용짓이부진짓 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.23 12:41
걍단골자꾸오라고가레처발라낫다 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.23 12:40
다팔아주는데그란다자꾸글적으란다",
2025.06.23 11:13,매수전환,ansd****,009540,304852759,0,314,6,2,"프로그램 ㆍ외인
오후 기대됩니다",
2025.06.23 10:20,오후,ansd****,009540,304844698,0,264,0,2,"반등이냐 폭락이냐
외인창구가 안보이네요 이런날도",
2025.06.23 10:09,매도하지 마세요,seon****,009540,304842892,0,349,6,5,"Per.pbr 조선주중에 제일 낮아요
그만큼 상승여력이 크다는 뜻
버텨야합니다 인내심을 가지고",
2025.06.23 09:21,믿고 있었어 개미털기,lizz****,009540,304834237,0,236,1,2,쭙쭙 잇힝,
2025.06.23 08:56,[삭제된 게시물의 답글]나토 불참,no******,009540,304829400,0,138,8,4,너 인생 걱정이나 해!...ㅈㅈㅈ,
2025.06.23 07:51,[삭제된 게시물의 답글]2분기영익8959...,utra****,009540,304823711,0,203,3,1,"예상치 상회할것으로 보던데, 1조도 가능 ~~ !!
자동화 시스템으로 공정율 빨라짐 ~~",
2025.06.23 06:40,올라도 좋고 떨어져도 좋고,lizz****,009540,304821716,0,177,3,4,내말 알쥬?,
2025.06.23 05:13,[호르무즈 해협 봉쇄] 호재인 이유,nkle****,009540,304820919,3,608,9,6,"호르무즈 해협 봉쇄되면 원유 및 LNG 가격 폭등
이것은 원유 및 LNG 운반선의 수요 증가, 새로운 수주 기회

해운 운임 상승
선박 건조 계약 체결시 더 높은 가격

조선산업과 관련 더욱 절박해 지는 미국
우리에게도 꼭 필요한 모멘텀이 미국이라는 새로운 시장
협력 범위가 더욱 가속화되고 확대

그런데 호르무즈 해협 봉쇄가 실제로 실행되면 이란의 자살행위
자국 경제 파괴
국제 사회 반발, 국제적 고립 자초
미국과 미국 동맹국들의 군사적 대응
이란 주변 국가들과의 관계 악화

이런 이유들로 실제로 실행될 가능성 희박
이란 의회에서의 호르무즈 봉쇄 의결에도
국제유가가 별로 반응 안하고 있는 이유이기도...

-상위 5% 전업투자자-","셰셰 | 요즈음 쳇 GPT, 너무 똑똑...저의 경우에는 3개 사용, 묻고 묻고 또 물어보면 궁금증이 풀립니다. 자기의 생각과 고집은 주식투자에 하등의 도움이 안된다는 거... | 뭔소리???? 선박의 수요가 증가할려면 물동량이 증가할 유인이 있어야 하는데,,,, 해협을 봉쇄했다는건 수출을 아예 못하게 막겠다는거임.... 전세계 원유 일일 소요량 20%가 막히는거...... 유가폭등,, 인플레이션....경기침체...."
2025.06.23 00:41,이란해협 역대최초 봉쇄,boji****,009540,304819681,12,674,1,12,"하한가 속출

조땐네유","중국도 지장이 많겠네...원유 거기서 거의 다 가져오는데..ㅎㅎㅎ 중국도 이란 때릴지도...^^ 이란이 호르므즈 봉쇄하면 모든 국가를 적으로 만드는격!!! | 아직 봉쇄 안됐음. 이란 의회가 봉쇄를 의결했다는거고, 최종 결정은 최고국가안보회의가 하게 됨. | 선가 상승? | 중동수주한 물량 다 계약 취소 다 큰일이다 | 상식적으로 해협을 봉쇄하면 물류가 어려운데 선박이 더 필요한 사항 아닌가염??? | 유가상승 → 수요 위축 + 물류 차질로 인한 불확실성으로 자동차 및 조선 해운업엔 악재로 장초반 급락 예상됨 | 봉쇄인데 먼소리여 밥통아 | 해운업과 조선업은 땡잡았어 바부야 ㅉㅉㅉ | 밥통들. 댓글 다시고 ㅎㅎ 낼 급락보고,다시 댓글해라 ㅎㅎ | 이런것들도 주식한다고 참나 그래서 내가 돈번다"
2025.06.23 00:16,"HD한조, 상승이유, 총 정리글",zhfp****,009540,304819317,0,299,9,4,"https://m.blog.naver.com/zhfps117/223884431564


HD한국조선해양의 이유있는 상승세횡보 왜 그런지 아셔야 합니다. 향후 전망까지 총 정리글 입니다.

이 글을 작성한지 시기에 비해 많은 상승세를 이뤄내고 있는데요.

그 이유를 총 정리한 글

지금 이 순간 투자를 고민하고 계시다면 읽어보시면 도움이 되실거라 판단 됩니다.!",
2025.06.23 00:05,호르므즈 봉쇄 한단다,soo7****,009540,304819115,0,187,0,5,유가 폭등 코인 폭락중 조선은?,
2025.06.22 22:07,주주분들은 보시요,sw******,009540,304816705,1,233,5,1,"HD현대도 미국 본토에서 상선 건조한다

https://n.news.naver.com/mnews/article/025/0003449661?sid=101",요즘 한조가 미친듯오르더니 이유가 다있네
2025.06.22 20:01,중동 지금 ㅈ됐는데;;,lyh4****,009540,304814277,4,652,3,4,"진짜 세계대전 아닌가 이러면...

이란이 어떻게 나오냐에 따라 갈릴것 같은데

장기전으로 가면 필연적으로 호르무즈 해협 봉쇄하고 유가 오를거고,

미국은 안 그래도 군함 노후화로 상태 안좋은데

발주가 빨라질 가능성은 높지만

시장이 견딜지 과연...

주식은... 아 ㅅㅍ 모르겠다 ㅡㅡ


님들 어떻게 생각하나여?

의견좀 교환해봅시다..",군함의 필요성이 절실히 느껴지는 계기가 되겠지.ㅋ | 중동 전쟁 미국 개입은 🇺🇸 LNG 에너지 개발 수출 확장 및 방위비 분담금 증액 요구 일환으로 짜여진 각본이기에 중동발 에너지 수급 불확실성으로 인한 선박 발주 증가 | 호재
2025.06.22 19:50,방산 관련ㆍ미국이 이란을 때리면,angv****,009540,304814080,0,351,6,4,"한국조선해양
상선만 만드는게 아니고
군함도 만들지.
무거운 주식이
월요일 시초부터
떡상가능성. 방산에 엮임
미국 조선업 부흥의 최선호 pick",
2025.06.22 18:32,중고차사기상사지구기록,ufom****,009540,304812498,0,121,0,3,"꿈에돈5천억즈그아빠조물락댄거 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.22 18:30
그냥가레콤보누고 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.22 18:29
흠집지저분 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.22 18:28
한번에다먹는다근처도안가는데 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.22 18:25
닦는다꼰지름 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.22 18:23
포장일부러꾸부림번호적 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.22 18:22
걍^_^냐하하하하번호적 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.22 18:21
한화돈훔처간차미영집구석대우대량펀드사기밥솥에양말그튼거빨앗나그냥 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.22 18:19
이재용짓이부진짓 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.22 18:18
녹색날파리날벌레지가그라고꼰지르던데윤석열김건희문재인박근혜 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.22 18:16
다팔아주는데그란다자꾸글적으란다",
2025.06.22 18:31,6월20일까지 선박수출,re******,009540,304812482,0,216,8,2,47.28프로 증가,
2025.06.22 17:20,다 필요없고,boji****,009540,304811263,3,551,1,13,"월요일 블랙먼데이 각오들 허세요
ㅎㅎ",boji ???????뭥미?ㅋㅋㅋㅋㅋ | 봉지...? | 반사
2025.06.22 13:07,트럼프의 마음은 돌아섰다,emfa****,009540,304806812,6,781,5,21,"한국과는 손 잡을 마음은 없는 듯
지금까지의 기대는 물거품으로 되고
헤택은 일본이 대신 누릴 듯",장염걸렸군.배가 많이아픈가봐. | 맞춤법이나 배워서 와 | 뭔 독심술을? | 먼 소리여? ㅋㅋ 일본 조선능력이 거의 사라졌는디!!! 아니 한화오션 MRO한건 허상이냐? ㅋ | 혜택
2025.06.22 11:30,파트너쉽! 역시 똘똘해~,cana****,009540,304804731,1,424,12,2,"앞으로 매우 주목할 찐 재료!
기술력 선두기업이라 각 방면에서 고도의 사업 전략이 가능!

HD현대, 美 현지 조선사와 선박 건조 협력 나선다 -
https://v.daum.net/v/20250622102741189",미국 도크가 5개네 ㅎㄷㄷㄷㄷㄷ 미쳤는데?
2025.06.21 00:18,"HD한조, 이럴때 보면 좋은 상승글",rlar****,009540,304783385,0,792,9,4,"https://m.blog.naver.com/zhfps117/223884431564



한국 조선해양 정리 해줄때만 해도 더 오르겠어? 했는데

참 믿지 못한 죄가 아쉽네요.. 이런 장에도 조정도 없네",
2025.06.20 16:00,"어제는 골드만, 오늘은 모간 ㅎㅎㅎ",hyun****,009540,304763493,0,836,9,2,"냄새가 난다 냄새가 나

절대 안 판다",
2025.06.20 15:55,고기양념색깔불량진하다까지적,ufom****,009540,304762959,0,507,0,4,"구멍큰지은즈그끼리싸움그냥더러운거느끼라고가레콤보적 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.20 15:54
중고차사기상사지구기록 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.20 15:52
꿈에돈5천억즈그아빠조물락댄거산지거짓4%자꾸걸린단다홍보드갓나 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.20 15:50
택4 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.20 15:48
그냥거시기세아찌르기교도관 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.20 15:46
6월비오는데해수욕장도안열어던데호텔근처도안가는데그냥심하다 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.20 15:45
우체국훔처간모딸별로적기시른데걍가레콤보앵앵앵앵 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.20 15:43
한화돈훔처간차미영집구석대우대량펀드사기니그거보고부텃나그냥장거리골대안보고넣어뿐다 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.20 15:41
이재용짓이부진짓 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.20 15:39
걍렉드랍걸리는부품훔처가고날왜자꾸파는데윤석열김건희문재인박근혜자꾸터지는데자꾸고집까 조회 0공감 0비공감 0신고
ufom**** 27.118.***.205 |작성자글 더보기 2025.06.20 15:38
다팔아주는데그란다자꾸글적으란다",
2025.06.20 15:04,난 7월4일에,wedk****,009540,304755355,6,1317,2,8,"매도할 거니까

말리지 마쇼",실적발표할때까지 홀딩 하세요.2분기 실적 사상최대. | 일본지진나서 일본 조선소 중국조선소 다 가라 앉아 버려라 | 난 70층 이하에선 안판다 ~~ | 안물안궁 | 왜 날자임? | 왜요? 일본 지진 땜시?
2025.06.20 13:32,375000벽,ansd****,009540,304741192,0,544,2,2,넘지못하니 실망매물늘어나네요,
2025.06.20 13:08,호시탐탐,seon****,009540,304737949,0,491,0,10,"음봉뜨는 날만 기다렸넹..
오랜만이야 한국조선해양
반가워요~~",
2025.06.20 12:40,삼천피돌파,ansd****,009540,304734369,3,544,6,3,얘는 축포는아니더라도 상승동참해야지,그러네요. | 375000 매물소화 버겁네요 | 375000이고비네요
2025.06.20 12:23,오늘 개미들 설거지하러 들어온거야,su27****,009540,304732190,0,252,3,4,그러다 훅간데이,
2025.06.20 11:51,명령이다,jeon****,009540,304727902,0,190,3,1,다시 올려,
2025.06.20 11:18,오늘 같은 날,jy******,009540,304722721,0,231,3,1,너무하는 것 아니냐?,
2025.06.20 11:03,10주 추매 했다 ~~,utra****,009540,304720202,0,211,2,2,담주 10 추매 예정 ~~,
2025.06.20 10:10,현대 따라가자.,skyl****,009540,304711780,0,217,2,2,힘내라,
2025.06.20 09:38,나이스 개미?기,lizz****,009540,304705600,0,199,1,2,믿고있었어 더 줍줍,
2025.06.20 09:32,하,clon****,009540,304704255,0,162,1,2,또 떨어지네 잡주,
2025.06.20 09:40,하,no******,009540,304706069,0,127,4,1,이걸 잡주라 하는 너가 자ㅂ노ㅁ...ㅋ,
2025.06.25 14:18,easy님 징징 거릴때가 ?는데 안오시네...,dlck****,247540,305073712,0,2,1,0,ㅠㅠ,하하 ㅋㅋ나보고싶어서 기달렷으여? | 오늘 낚시 제대로 했네. | 지수 내릴 때 혼자 펖핑 하더만 지수 반등하니 위에 물량 쌓고 ㅊ 막는 거 봐라. ㅋㅋ
2025.06.25 14:17,희망불가능,qkrd****,247540,305073619,0,5,0,1,"2차전지 전부 망한다 손절해라
맨날 댕해두 모르냐",
2025.06.25 14:15,잘했어,shba****,247540,305073375,0,4,0,0,오늘도 좀 낚았네 증투 마이너스예금자들ㅇ ㅋㅋ,
2025.06.25 14:14,내일 국민사서함에 신고할 내용,pass****,247540,305073259,2,27,4,1,"1) 장시작이 09:00인데 계속 09:02분에 거래기록이 나타났죠
2분 사이에 매수 수량 다 누르고 매도로 전환하기 위한 수법 이었습니다
거래소놈들 신고 합니다

2) 매수없이 매도만 했는데 다음날 거래기록엔 매수 수량이 나타납니다
거래소놈들 신고 드갑니다

3) 전날 20:00까지의 다음날 오전에 나타나는 거래기록엔 너무 큰 차이가 납니다
한국거래소놈들 신고 드갑니다",부탁드립니다 | Nh 22천주 매도 했는데 매수로 표기된다..! ㅋㅋㅋㅋ 신고하자..ㅋ | 14시 10분 11분 신한과 nh 매도..ㅋ 주식수는 플러스 뭐지? ㅋ
2025.06.25 14:14,■ 주가 절대 못올라가는 이유,kse1****,247540,305073233,0,11,0,2,■ 이방에. 심령술사 . 저주를 내려 꽃은 위대한 kimi 기미 개끌이 형님이. 계시는한 니그들의 퍼런 걔좌는. 시퍼렇게 멍들뿐이다 . 저주를 봉인해제 할수 있는 유일한. 길이 있기는 한데 .그건 바로 sand 아재 잘못했다고 반성문. 오천 삼백 삼십?자( 5.330.000.000 ) 제출 하는길이 유일한 선택지가 될것이다 . 니그들의. 장미빛 보라향 은 sand 아재에게 있음을 간과하지 말 지어다 ~!,pass 가 사라져야..
2025.06.25 14:17,■ 주가 절대 못올라가는 이유,sand****,247540,305073556,0,2,0,0,너 에미 에비처럼 말이지? 그렇다고 ㅋㅋㅋㅋ,
2025.06.25 14:12,공매도로 흥하자 공매도로 망한디.,at******,247540,305072994,0,13,0,1,"찔리는 스케덜

가슴 깊이 담아두고 있어라.

개껄껄 ㅎ",
2025.06.25 14:10,★에코비엠....,supe****,247540,305072663,1,39,1,0,"질러라....날라간다..더는 묻지마라..

오늘 저가 매수 마지막기회",드리블 현란하네~ 저 위에 또 시체 쌓고 내려오네. 흠..
2025.06.25 14:08,내가 적정가 얼마라고 했냐,kmtb****,247540,305072446,0,14,1,0,"BPS 17600원
아직도 PBR 6 이다
6배 비싸다 6배 거품 꺼져야 정상
성장은 커녕 역성장 기업에
6배 더주고 매수하는
뇌가없는 인간들
금양 보고 느낌 없냐?
금양이 동량 치 된다고 경고했었는데
결국 적중 했지 내과거를 확인 해 봐라
2차전지는 CATL",
2025.06.25 13:44,신한.. 에코프로 매수없이 132.000...,pass****,247540,305069049,2,249,19,0,"에코비엠 32.000주 매수없이 매도
한국거래소에 신고하고 시장감시위원회에 통보 해라 했더니 막판에 조금 매수했네
신한. 한투. KB. NH.삼성의 거래 기록은 캡처하고 있으니까 ...기둘려
죄를 지었으면 벌을 받아야 제",
2025.06.25 14:14,신한.. 에코프로 매수없이 132.000...,sand****,247540,305073207,0,8,0,0,14시 10분 11분 신한과 nh도대체 무슨짓을한거니? ㅋㅋㅋㅋ,
